total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_total_outage
400,0.745,0.255,271.59,314.88,317.36,0.4104,0.46,9,2294.6431636810303,0.049508,0.184,pass,pass,pass,pass
